Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Can the stay home order be changed?	Yes. The State Public Health Officer may issue new orders as the public health situation changes.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	11
How does the stay home order interact with local orders to shelter in place? Does it supersede them?	This is a statewide order. Counties can have more restrictive criteria and different closures. See [your county’s status](https://covid19.ca.gov/safer-economy).\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	12
If I am not an Essential Critical Infrastructure Worker, can I still leave the house?	Yes. As described in more detail elsewhere in applicable state public health directives (including on this page), there are a wide range of circumstances in which you may leave your home or other place of residence, even if you are not an Essential Critical Infrastructure Worker. For example, you may leave your home to work at any business or other entity that is allowed to open, to engage in in-person worship and protest activities consistent with public health directives, to patronize local businesses, or to care for friends or family members who require assistance (as set forth under [Health care](https://covid19.ca.gov/healthcare/#top)). And errands like these are not the only reasons you may leave your home: you may also leave your home with or without a specific destination in mind (for example, to walk your dog, to engage in physical recreation, or simply to get some fresh air) as long as you maintain physical distancing and comply with any other applicable public health directives.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	13
Are gatherings permitted?	Gatherings are defined as meetings or other events that bring together persons from multiple households at the same time for a shared or group experience in a single room, space, or place such as an auditorium, stadium, arena, large conference room, meeting hall, or other indoor or outdoor space. They pose an especially high danger of transmission and spread of COVID-19.\n\nOn May 25, 2020, in an effort to balance First Amendment interests with public health, the State Public Health Officer created an exception to the prohibition against mass gatherings for faith-based services and cultural ceremonies as well as protests. Those types of gatherings are now permitted indoors in counties in Substantial (red), Moderate (orange), and Minimal (yellow) tiers, subject to [certain restrictions](https://covid19.ca.gov/industry-guidance/#worship) in those counties. State public health directives also permit in-person outdoor faith-based services or protests as long as face coverings are worn and physical distancing of 6 feet between persons or groups of persons from different households is maintained at all times.\n\nCrowds and limited physical distancing increase the risk for COVID-19. If you attended a gathering, remember that confidential, free testing is available. [Find a testing location near you](https://urldefense.proofpoint.com/v2/url?u=https-3A__covid19.ca.gov_testing-2Dand-2Dtreatment_-23top&d=DwMGaQ&c=Lr0a7ed3egkbwePCNW4ROg&r=yRsi0eKVK6Khc58oFC32XROAJ-JqVGBGabDv9P6148k&m=Iul4bdNDGFuRu3rXHrxPHNWT2PT2bXFITW3YP1tzG94&s=4qpOZ7lX1S5M_STTblq_XAQNu05ccIFwIyu4bvl9U3c&e=). If you test negative it does not mean that you may not develop COVID-19 later on. Therefore, it is advisable that you self-isolate for 14 days if possible.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	14
Can I get a haircut?	Yes. Hair salons and barbershops are now open throughout the state with modifications for safety.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	15
Are safety protocols being enforced? How do I report a business that isn’t complying?	They are being enforced, and you can report it. Report unsafe conditions or businesses that shouldn’t be open to your local Alcohol Beverage Control, Labor Commissioner’s office, or regional Cal/OSHA office, depending on the type of business. To find these local contacts, see Appendix B of the [Employer Playbook for a Safe Reopening (PDF)](https://files.covid19.ca.gov/pdf/employer-playbook-for-safe-reopening--en.pdf).\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)<!-- Adding keywords mask masks report reporting enforce enforcement compliance for quick answers purposes -->	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	16
I want to express my political views.  How can I make my voice heard without raising public health concerns?	There are many ways for you to express your political views without holding a physical, in-person gathering.  For example, you may continue to call or write elected officials, write letters to the editor of news publications, display lawn or window signs, or use online and other electronic media (including Zoom rooms, Twitter feeds, Facebook pages, and other digital forums) to express your views.  \n\nAdditionally, as noted above, you may leave your home for any reason as long as you comply with any other applicable public health directives. When you are otherwise out in public, public health directives do not prevent you from engaging in political expression—such as by wearing or carrying a sign.\n\nIf collective action in physical space is important to you, consider whether you and other participants can safely protest from within your cars.  The State Public Health Officer does not consider in-car activities to be gatherings, if participants stay in their cars and otherwise remain apart from individuals who are not part of their households.  Many activists have organized car-based protests (honking horns, flying flags, displaying signs, and so on) to express their political views while complying with State public health directives.  \n\nWhenever you are considering a protest (including an in-car protest), make sure you comply with all other applicable laws, including any local public-health measures that may be more restrictive than statewide directives and any other applicable local laws.\n\nIf you do wish to engage in in-person protest outside of your car with a group of any size, you must follow the guidelines for political protest gatherings below.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	17
Can I engage in political protest gatherings?	Yes, although in-person protests present special public health concerns. \n\nEven with adherence to physical distancing, bringing members of different households together to engage in in-person protest carries a higher risk of widespread transmission of COVID-19.  Such gatherings may result in increased rates of infection, hospitalization, and death, especially among more vulnerable populations. In particular, activities like chanting, shouting, singing, and group recitation negate the risk-reduction achieved through 6 feet of physical distancing. For this reason, people engaging in these activities should wear face coverings at all times.\n\nTherefore, it is strongly recommended that those exercising their right to engage in political expression (including, for example, their right to petition the government) should utilize alternative channels, such as the many online and broadcasting platforms available in the digital age, in place of in-person gatherings. \n\nHowever, state public health directives do not prohibit in-person _outdoor_ protests as long as you maintain a physical distance of 6 feet between persons or groups of persons from different households at all times. When you can’t maintain a safe physical distance of 6 feet from people not in your household, you must wear a face covering or mask. Local Health Officers are advised to consider appropriate limitations on outdoor attendance capacities, factoring their jurisdiction’s key COVID-19 health indicators. Failure to follow these requirements may result in an order to disperse or other enforcement action. Masks and face coverings are strongly recommended.\n\nIn counties in the [Widespread (purple) tier](https://covid19.ca.gov/safer-economy/), indoor protests are not currently permitted. In other counties, state public health directives do not prohibit in-person _indoor_ protests as long as (1) attendance is limited as as required by the [relevant local restrictions](https://covid19.ca.gov/safer-economy) places of worship (2) physical distancing of 6 feet between persons or groups of persons from different households is maintained at all times, and (3) singing and chanting activities are discontinued. Failure to follow these requirements may result in an order to disperse or other enforcement action. Masks and face coverings are required in compliance with CDPH directives.\n\nParticipants must maintain a physical distance of 6 feet from any uniformed peace officers and other public safety personnel present, unless otherwise directed, and follow all other requirements and directives imposed by local health officers and law enforcement, or other applicable authorities.\n\nThis limitation on attendance will be reviewed regularly. This review will assess the impacts of these imposed limits on public health and provide further direction as part of a phased-in restoration of gatherings that implicate the First Amendment.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	18
How do I vote?	**[Elections are an essential activity](https://files.covid19.ca.gov/pdf/CDPH-to-SOS-Letter-from-Acting-HO-Aug-18-1.pdf).** The Governor has issued [executive orders to ensure elections are safe and accessible](https://www.gov.ca.gov/2020/05/08/governor-newsom-issues-executive-order-to-protect-public-health-by-mailing-every-registered-voter-a-ballot-ahead-of-the-november-general-election/). Vote-by-mail ballots will be sent to all registered voters for the November 3, 2020 General Election. Most counties will provide [three days of early voting](https://www.gov.ca.gov/2020/06/03/governor-newsom-signs-executive-order-on-safe-secure-and-accessible-general-election-in-november/) in-person starting the Saturday before the election. Open ballot drop-box locations will be available between October 6 and November 3, 2020. Existing laws addressing the use of vote-by-mail ballots in California elections remain in effect except where suspended by Executive Order. Find [guidance for the safe administration of elections](https://elections.cdn.sos.ca.gov/ccrov/pdf/2020/july/20154jl.pdf) during COVID-19.\n\n Visit [online voter registration](https://registertovote.ca.gov/) to register to vote or check your voter registration status. \n\nPractice physical distancing and follow other applicable public health directives while engaged in election-related activities. These include collection and drop-off of ballots, and collection of signatures to qualify candidates or measures for the ballot.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	19
Can I go to church?	Yes. Places of worship such as churches, mosques, temples, and synagogues can open throughout the state, with [modifications for safety (PDF)](https://files.covid19.ca.gov/pdf/guidance-places-of-worship--en.pdf). In counties in the [Widespread (purple)](https://covid19.ca.gov/safer-economy) tier, indoor services in places of worship must be discontinued but outdoor and online services are permitted.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	20
Can I practice my religious faith?	Yes. Practicing your faith is a constitutionally-protected activity and may manifest in many different forms.\n\nAlthough in-person religious gatherings—like other in-person gatherings—have been restricted to prevent the transmission of COVID-19, on May 25, 2020, the State Public Health Officer began to ease restrictions on in-person religious gatherings. In particular, the State Public Health Officer now authorizes County Departments of Public Health to allow collective activities at places of worship, subject to conditions to support a safe, clean environment for employees, interns and trainees, volunteers, scholars, and all other types of workers as well as congregants, worshippers, and visitors.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)<!-- church, mosque, synagogue, temple, wedding, funeral, baptism -->	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	21
What conditions must be met to resume religious services and cultural ceremonies at places of worship?	Information on conditions imposed by the state can be found at [guidance for places of worship (PDF)](https://files.covid19.ca.gov/pdf/guidance-places-of-worship--en.pdf). Additional conditions may be imposed by local public health officials. This guidance does not obligate places of worship to resume in-person activity. It is strongly recommended that places of worship continue to facilitate remote services and other alternatives to in-person religious practice for those who are vulnerable to COVID19.\n\nEven with adherence to physical distancing, convening in a congregational setting of multiple households to practice a personal faith carries a higher risk of widespread transmission of COVID-19, and may result in increased rates of infection, hospitalization, and death, especially among more vulnerable populations. In particular, activities like singing and group recitation dramatically increase the risk of COVID-19 transmission. For this reason, singing and chanting activities must be discontinued at indoor services, and congregants engaging in group recitation should wear face coverings at all times.\n\nPlaces of worship may only open indoor operations when permitted by [relevant local restrictions](https://covid19.ca.gov/safer-economy) and must comply with all applicable attendance limitations and guidance requirements.\n\nLocal Health Officers are advised to consider appropriate limitations on _outdoor_ attendance capacities, factoring their jurisdiction’s key COVID-19 health indicators. At a minimum, outdoor attendance should be limited naturally through implementation of strict physical distancing measures of a minimum of 6 feet between attendees from different households, in addition to other relevant protocols within this document.\n\nThis limitation will be regularly reviewed by the California Department of Public Health.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	22
Can children attend group activities (like Sunday school or Hebrew school) at places of worship?	Yes.  Outdoor activities are permitted, and indoor activities are permitted if they comply with the [cohort guidance](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/small-groups-child-youth.aspx).\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	23
When will current conditions change for places of worship?	The California Department of Public Health, in consultation with county Departments of Public Health, will regularly review and assess the impacts of these imposed limits on public health and provide further direction as part of a phased-in restoration of activities in places of worship.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	24
Can I still exercise? Take my kids to the park for fresh air? Take a walk around the block?	It’s okay to go outside to go for a walk, to exercise, and participate in healthy activities as long as you **maintain a safe physical distance of 6 feet and gather only with members of your household.** You can also participate in activities at [outdoor recreational facilities](https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--en.pdf) that are allowed to open. [Parks may be closed](https://covid19.ca.gov/public-recreation/) to help slow the spread of the virus. Young people can participate in sports as permitted by the [youth sports guidance (PDF)](https://files.covid19.ca.gov/pdf/guidance-youth-sports--en.pdf). Check with local officials about park closures in your area. Californians should not travel significant distances for recreation and should stay close to home.\n\nBelow is a list of some outdoor recreational activities.\n\n*   Badminton (singles)\n*   Throwing a baseball/softball\n*   BMX biking\n*   Canoeing (singles)\n*   Crabbing\n*   Cycling\n*   Exploring rock pools\n*   Gardening (not in groups)\n*   Golfing (doubles, only if cart has protective partition)\n*   Hiking (trails/ paths allowing distancing)\n*   Horse riding (singles)\n*   Jogging and running\n*   Kite boarding and kitesurfing\n*   Meditation\n*   Outdoor photography\n*   Picnics (with your household members only)\n*   Quad biking\n*   Rock climbing\n*   Roller skating and rollerblading\n*   Rowing (singles)\n*   Scootering (not in groups)\n*   Skateboarding (not in groups)\n*   Soft martial arts – tai chi, chi kung (not in groups)\n*   Surfing\n*   Tennis and table tennis (singles)\n*   Throwing a football, kicking a soccer ball (not in groups)\n*   Trail running\n*   Trampolining\n*   Tree climbing\n*   Volleyball (singles)\n*   Walk the dog\n*   Wash the car\n*   Watch the sunrise or sunset\n*   Yoga\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	25
Can I walk my dog? Take my pet to the vet?	You can walk your dog. You can go to the vet or pet hospital if your pet is sick. Remember to wear a face covering and distance yourself at least 6 feet from other pets and owners.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	26
Can I visit State Parks? What outdoor spaces are open?	State Parks, campgrounds, museums, and visitor centers [may continue to be closed](https://www.parks.ca.gov/?page_id=30350) to help slow the spread of the virus. Starting June 12, some counties may open campgrounds and RV parks. Be sure to check [parks in your area before you travel](https://covid19.ca.gov/public-recreation/). Californians should not travel significant distances for pleasure or recreation and should stay close to home. If you do travel, take steps to keep everyone safe like wearing a face covering, keeping 6 feet of physical distance from those not in your household, and washing your hands frequently.\n\nYou can walk, run, hike and bike in your local neighborhoods as long as they continue to practice physical distancing of 6 feet. This means avoiding crowded trails and parking lots.\n\n\-->\n\n#### Can I travel?\n\nYou can travel for urgent matters or if such travel is essential to your permitted work. Even though businesses around the state are opening up, avoid travelling long distances for vacations or pleasure as much as possible. This is to slow the spread of the coronavirus. Do not travel if you are sick, or if someone in your household has had coronavirus in the last two weeks. Do not travel with someone who is sick.\n\nYou should check with the local health department where you are starting from, along your route, and at your planned destination for information. Know that local rules are constantly changing and may change even after you start your trip. [Check for travel updates](https://www.visitcalifornia.com/latest-covid-19-coronavirus) before you leave your home.\n\nBefore travelling away from your community, consider these questions from the [Center for Disease Control (CDC) travel guidance](https://www.cdc.gov/coronavirus/2019-ncov/travelers/travel-in-the-us.html):\n\n*   Is coronavirus spreading where you are traveling?\n*   Are you or those you are traveling with more likely to get very sick from coronavirus?\n*   Will you be able to keep 6 feet of physical distance from others during or after your trip?\n\nIf you do travel, take steps to keep everyone safe like wearing a face covering, keeping 6 feet of physical distance from those not in your household, and washing your hands frequently. \n\n#### Are there travel restrictions within California?\n\nTo prevent further spread of COVID-19, Californians should not travel significant distances and should stay close to home as much as possible.\n\n#### Are there travel restrictions into or out of California?\n\nThere are currently no restrictions for entering California if you are coming from another state in the U.S. The federal government has placed restrictions on certain international travelers. With specific exceptions, foreign nationals who visited certain countries during the past 14 days are prohibited from entry to the United States. All international travelers, including US citizens and permanent residents, should quarantine for 14 days after coming to California from any other country. All travelers should take safety precautions when considering traveling.·       \n\n*   Don’t travel if you have been sick in the past 14 days or if you live with someone with COVID-19·        \n*   Don’t travel with someone who is sick\n*   Wear a mask in public\n*   Wash your hands\n*   Keep 6 feet from anyone you don’t live with\n\n#### Are swimming pools open?\n\nOutdoor swimming pools are allowed to open in all counties in California. Outdoor pools must close slides, rides, or other attractions. \n\nIndoor swimming pools are closed in counties in the [Widespread (purple) or Substantial (red) tiers](https://covid19.ca.gov/safer-economy).\n\nWater parks, both indoor and outdoor, remain closed throughout the state.\n\nWhen out of the water, masks or face coverings should be worn. Physical distancing should be practiced at all times. Group gatherings are not allowed. Bring your own towel, and don’t share items that are worn on the face (like goggles, nose clips, or snorkels). Pool operators should follow heightened cleaning and safety guidance in response to COVID-19. See sector guidance for [gyms and fitness centers](https://files.covid19.ca.gov/pdf/guidance-fitness--en.pdf) and [campgrounds and outdoor recreation](https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--en.pdf).\n\n### Government services\n\n#### Can I go to the Department of Motor Vehicles (DMV)?\n\nYes, but first check if an in-person visit is required. Several deadlines have been extended, and many DMV services can be accessed online.\n\n##### **Extended deadlines**\n\nDMV has extended deadlines for:\n\n*   Drivers 70 years of age and older with licenses expiring between March 1 through December 31, 2020. Your license is valid for one year from the original expiration date.\n*   Drivers 69 years of age and younger with licenses expiring between March 1 through July 31, 2020. Though the extension has now expired, you can [renew your license online.](https://www.dmv.ca.gov/portal/driver-licenses-identification-cards/driver-license-id-card-online-renewal/) An in-person visit is not required.\n*   Expiring commercial licenses, endorsements, and certificates. They are valid through September 30, 2020.\n*   In-person renewals for vehicle registrations that expire between the dates of March 16, 2020, and May 31, 2020.\n*   In-person renewals for those with safe driving records whose last DMV visit was 15 years ago.\n*   Driver license permits expiring between March and November 2020. They are extended six months or to a date 24 months from the date of application, whichever is earlier.\n*   Commercial learner’s permits expiring between March and September 2020. They are now valid through September 30, 2020.\n\n##### Online services\n\nDMV offers many services that can be handled online, including simple vehicle registration, renewing a driver’s license, getting a duplicate license, and more. See:\n\n*   [DMV Online Services](https://www.dmv.ca.gov/portal/dmv-online/)\n\nSome DMV services that used to require an in-person office visit can now be accessed online, including driver’s license renewals, vehicle registrations, title transfers, temporary driver’s license extensions, commercial driver’s license renewals, and more. See:\n\n*   [DMV Virtual Field Office](https://virtual.dmv.ca.gov/)\n\n##### **In-person visits**\n\nBeginning June 11, [all DMV offices](https://www.dmv.ca.gov/portal/news-and-media/dmv-reopens-remaining-field-offices-to-public/) are open to the public for appointments that require an in-person visit. You will be required to wear a mask and must remain 6 feet apart in line.\n\nIn-person appointments are limited to:\n\n*   Paying registration for a vehicle impounded because of registration-related issues\n*   Reinstating a suspended or revoked driver license\n*   Applying for a reduced-fee or no-fee identification card\n*   Processing commercial driver license transactions\n*   Applying for a disabled person parking placards\n*   Adding an ambulance certificate or firefighter endorsement to a driver license\n*   Verifying a transit training document to drive a transit bus\n*   Processing DMV Express customers for REAL ID transactions, if time and space allows\n*   Behind-the-wheel driving tests\n    *   On June 26, the DMV began behind-the-wheel driving tests. All cancelled driving test appointments will be rescheduled. New tests will not be available until all cancelled appointments are completed. \n    *   For the health and safety of drivers and DMV staff, [you must wear a face covering and will have your temperature checked](https://www.dmv.ca.gov/portal/dmv-expands-its-health-screening-and-temperature-check-protocols-to-protect-customers-and-employees/) before the test.\n\n#### Can I get my car smog checked?\n\nIt depends. Some smog check locations may be closed. The [Bureau of Automotive Repair](https://www.bar.ca.gov/COVID-19_Impacts_on_BAR_Programs_and_Services.aspx) advises drivers to still pay DMV vehicle registration fees to avoid any late fees. However, you will not receive your new registration or year sticker until the smog information has been received by DMV. Once state and local orders or directives are no longer in effect, you can then obtain the required smog check certificate to complete the DMV vehicle registration process.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)<!-- park, visitor center, travel, museum, RV parks, recreation, outdoor recreation, sports, RV, tent camping, tent camp, fish, beach, lake, river, event, outdoor event, event planning, hike, walk, bike, exercise, nature, bird watching, public →</p><p>For information on National Parks, please the <a href="https://www.nps.gov/aboutus/news/public-health-update.htm">National Park Service website</a>.<!-- park, visitor center, travel, museum, RV parks, recreation, outdoor recreation, sports, RV, tent camping, tent camp, fish, beach, lake, river, event, outdoor event, event planning, hike, walk, bike, exercise, nature, bird watching, public →</p>      </div>    </div>  </div></cwds-accordion>-->	https://covid19.ca.gov/stay-home-except-for-essential-needs/	 	[]	false	[]	27
